WellId,WellValueA,WellValueB,WellValueC,WellExpensesA,WellExpensesB,WellExpensesC,WellRankA,WellRankB,WellRankC,WellGroupCode,IsValidCode,OptimalBuyingMonth,OptimalSellingMonth
36725,398,659,356,0,26,35,18467,11161,3616,hbeeafd,1,3,5
36726,252,444,568,30,21,34,16923,4771,9526,ccafaag,0,0,6
36727,209,263,103,93,0,0,2766,17110,13153,gabaccc,0,9,10
36728,568,807,30,69,71,62,14596,2166,15402,ebecgec,0,5,6
36729,710,708,280,36,0,0,19408,7619,13800,agfhbdb,1,0,6
36730,893,791,882,28,70,0,11440,11163,9277,dcafcea,1,0,3
36731,866,853,361,0,73,0,18462,15354,10740,eeecfha,1,0,5
36732,95,123,520,0,24,89,14349,8352,1841,bbfgafd,1,8,9
36733,40,257,878,65,0,95,10079,19493,11971,gdgdfbf,0,4,5
36734,439,389,221,58,36,0,675,5813,8283,hhgddca,1,1,11
36735,516,364,871,0,64,79,14038,8348,8222,gfccfbc,0,9,10
36736,250,481,847,0,0,0,6337,8056,7417,hhbbcdh,0,5,9
36737,896,325,46,0,77,59,10167,11627,12102,cehhfca,1,5,10
36738,775,738,11,0,36,76,18152,912,2552,bhhdecc,1,4,8
36739,358,853,63,71,57,34,19163,12098,13416,cedgbeb,1,5,9
36740,941,986,165,76,80,91,14776,18379,15352,fehhcah,1,5,8
36741,134,865,941,26,0,78,9983,7152,12519,gehchad,1,2,10
36742,769,990,428,96,69,68,4671,17623,1088,bbdeahf,1,5,7
36743,745,514,315,0,0,0,11567,11755,18250,hhddadc,0,6,8
36744,855,384,359,68,0,16,17826,14483,15387,dfgabfb,1,8,10
36745,107,768,646,38,0,0,13286,6854,5643,hhhbead,1,5,8
36746,792,313,378,0,0,96,18143,14534,8658,ecfbbac,1,9,10
36747,58,347,497,38,0,94,8610,2604,8603,echdafb,1,9,10
36748,826,461,726,0,94,0,8246,3368,8947,aaahebb,0,5,7
36749,757,754,848,65,94,100,6276,4836,11574,hbgegbe,0,4,7
36750,635,95,534,56,0,67,11891,3861,3076,dffadba,0,2,8
36751,409,778,83,66,33,0,3223,17001,14533,adhbcbh,1,1,5
36752,57,583,290,0,0,0,1367,8734,6148,bceedde,0,1,10
36753,56,796,265,25,18,0,7803,1986,2190,gdeafbd,1,6,10
36754,217,868,290,0,100,0,2698,6925,6264,dbafbbd,0,3,4
36755,149,619,98,91,0,0,12792,9964,4690,bgddbhh,0,5,7
36756,507,228,159,26,25,15,15035,1713,7315,ecddcag,1,5,8
36757,635,84,784,61,72,17,19153,19363,2482,fhfbhcg,1,5,10
36758,126,226,71,29,15,0,5797,14043,2530,ffedgdh,1,8,9
36759,919,635,32,22,66,58,5651,19930,15139,gggabbd,0,8,9
36760,647,487,528,27,0,57,5322,6584,7782,fbgfffa,0,7,8
36761,728,153,509,28,0,79,5365,1636,17502,cdedbhe,1,1,6
36762,125,539,470,90,89,55,15615,14180,2006,facgbce,1,3,10
36763,489,735,835,74,36,0,5704,10069,9850,hcgbdbg,1,2,10
36764,825,907,750,29,0,34,5683,4424,16616,hbecdge,1,5,7
36765,200,535,941,70,0,0,3108,3900,14499,dbeggbe,0,5,9
36766,494,248,407,96,67,98,6824,12973,8010,eaghbeh,1,10,11
36767,205,347,560,0,0,72,2372,5580,14460,eafhagh,1,6,11
36768,192,563,376,0,67,66,4463,13287,1786,gbedhed,1,10,11
36769,634,347,33,30,0,0,1976,10352,16616,bcdfcce,1,4,8
36770,141,878,19,73,60,96,18861,7791,10529,ehghgag,0,3,7
36771,504,421,836,28,64,75,6751,8801,4339,hddfbbh,0,8,10
36772,223,866,660,68,26,0,9289,8522,12353,dcbhbgf,1,3,5
36773,928,49,815,38,0,61,18593,12598,6676,befbhff,0,4,6
36774,192,466,368,0,95,0,2023,15351,5646,gfgeaed,1,0,9
36775,469,921,178,18,16,0,751,18687,4265,eehdacg,1,1,8
36776,749,845,693,39,0,99,4388,10072,1818,dadebdd,0,2,10
36777,998,855,788,0,29,0,3089,3379,9526,eaafhbd,1,4,8
36778,497,529,122,73,97,25,15782,6789,13759,hdhadbb,0,7,10
36779,248,247,778,74,77,0,12652,18987,15088,ecedhbb,1,7,8
36780,23,184,835,56,38,17,2056,2829,3643,bbcfbec,0,3,6
36781,350,846,211,60,100,97,18615,9077,686,fdfgcbh,1,7,10
36782,145,528,491,58,20,0,7922,4621,18428,abegaee,0,1,5
36783,607,158,495,65,100,59,3677,1248,2123,ffhgebd,1,2,8
36784,622,290,631,92,97,27,3528,7638,18746,gcgfbdh,1,5,8
36785,421,928,346,0,63,18,2948,9591,2445,hdcbefc,1,5,11
36786,124,496,10,98,31,0,1318,7288,3687,bbbbbda,0,0,5
36787,266,830,750,66,61,0,17846,6529,8692,bhcccag,1,8,10
36788,955,371,779,0,0,38,19108,13389,16226,bdafcad,1,6,7
36789,730,601,152,92,17,0,4788,9150,6098,deahcbc,1,3,9
36790,792,740,152,0,55,64,12627,12174,17631,cdcggbb,0,9,11
36791,400,882,691,16,0,0,4196,10249,2294,ghgfehh,0,8,9
36792,380,302,868,0,0,64,16291,10580,9884,aebbfga,1,6,8
36793,435,275,222,0,78,62,15787,15087,15996,dhhdeeg,0,2,6
36794,978,177,628,0,0,0,14545,14876,10813,fgbbged,1,7,9
36795,993,248,965,0,63,0,2372,6797,17582,ebfgcea,1,9,10
36796,79,521,605,100,18,0,18005,11704,14829,bcbfdeh,1,2,11
36797,532,915,204,16,0,0,11176,17750,15300,aghbgca,1,2,3
36798,499,214,820,70,94,0,3828,12354,17830,hgdeheg,0,1,8
36799,550,726,977,19,0,35,8850,4937,16969,cdeehfd,1,1,5
36800,343,32,25,33,78,98,12671,9382,4329,afahace,1,4,11
36801,563,217,540,92,24,0,7477,830,19375,gbadfdf,1,0,6
36802,234,804,769,0,32,72,19417,18480,3626,abbhgdf,1,9,10
36803,812,222,923,0,77,71,9683,6037,11416,eegehbc,1,8,11
36804,629,128,350,74,57,78,19465,11425,10905,cgggdha,1,9,11
36805,480,296,705,95,35,16,17033,12789,17980,efeffee,0,4,8
36806,863,550,250,66,58,0,18418,18929,17524,hfdfeac,1,8,11
36807,479,78,13,17,73,36,1565,10129,15152,baeacgf,1,8,10
36808,346,220,756,0,0,16,16461,17469,16164,cbdaeae,1,6,11
36809,122,69,219,70,75,32,634,3597,1644,hagaccf,1,3,8
36810,349,947,122,71,0,0,5566,6679,6015,cdahhfd,1,7,8
36811,272,269,993,32,55,0,13095,12477,2208,dcgedaf,1,0,10
36812,95,599,912,60,64,100,1882,19316,19431,cfbgdbf,1,7,8
36813,875,557,617,33,96,0,5097,15745,15176,bcfbhac,1,0,4
36814,716,670,130,61,20,20,14181,6074,2070,faagdgf,0,3,6
36815,826,980,998,0,0,0,8251,4927,8489,ehfchfc,0,8,11
36816,501,939,310,0,98,72,3269,3017,3620,caceabe,0,0,11
36817,658,401,952,0,0,64,16585,11673,811,hbfegch,1,7,9
36818,329,359,571,32,31,28,3870,5415,16050,gcfdhch,1,2,7
36819,807,511,604,79,93,0,10860,5442,10492,bbaebaf,0,5,11
36820,196,199,419,0,19,34,12699,9202,7927,cbcfaaf,0,2,9
36821,259,289,525,101,27,0,5621,5958,7491,dhfbeab,1,3,6
36822,470,659,725,39,0,31,11250,13926,3159,ddddgcb,0,4,6
36823,170,25,627,33,55,77,14683,16792,10084,gbegaeb,0,4,9
36824,958,673,650,0,74,98,8650,6886,6224,hbhgcgh,0,4,9
36825,479,765,754,92,65,75,3251,18837,11072,ghfbeef,1,7,10
36826,995,753,100,55,0,0,13437,15458,5731,aagdcdf,1,7,10
36827,273,14,938,79,39,67,8778,13682,5331,eeggdga,0,8,11
36828,562,511,707,31,0,76,5583,4690,7034,gedaceg,1,1,9
36829,249,138,72,62,89,34,14085,19499,19782,bahbdfa,1,4,9
36830,715,75,260,0,0,32,19795,9415,9468,fgcefad,1,0,11
36831,973,952,947,62,96,27,3894,4190,2204,ghefagh,1,7,10
36832,395,582,346,0,0,89,5716,6938,17906,bddehgb,1,4,8
36833,448,589,890,61,94,77,11163,19132,736,deeefad,0,7,9
36834,913,817,808,0,28,0,1391,2530,7543,fadfcbh,1,6,7
36835,180,646,456,58,0,0,10874,12486,2595,gacbggh,1,7,11
36836,197,208,470,23,0,97,12240,8450,2808,gbcfcad,1,3,9
36837,67,368,650,0,31,92,10096,3014,15449,fhfcefa,1,2,7
36838,756,143,19,0,0,0,16886,6025,12418,ffgcbfg,0,1,2
36839,502,371,560,30,0,0,10316,18878,7203,bdddehd,0,6,10
36840,946,801,614,17,0,31,7459,15849,14618,gcedahd,1,5,6
36841,176,583,878,0,0,0,1930,5539,6657,edeafbc,1,8,10
36842,163,672,507,89,0,0,12545,1671,14885,hdecedh,0,2,8
36843,899,196,657,99,29,28,13634,5282,9112,fddfcbh,1,5,8
36844,428,29,210,28,0,0,5956,15932,9815,ggheeca,1,9,10
36845,296,440,263,64,0,56,19208,10720,10811,gagahha,0,10,11
36846,906,293,133,97,0,0,8334,4955,9778,gdbfecf,1,0,1
36847,560,549,918,63,15,78,14898,12020,4674,chdddec,0,1,10
36848,613,544,663,30,0,57,11783,12650,19571,fgddfbc,1,7,8
36849,751,996,588,0,17,27,6115,16323,14917,efgchca,1,10,11
36850,126,203,226,0,98,56,8045,16325,17903,dhfcacd,1,5,9
36851,619,218,724,0,0,71,1937,13835,1967,gaadbfh,1,5,10
36852,614,133,199,26,17,89,10777,11150,12911,gcccfdf,0,1,2
36853,414,25,796,0,39,76,16716,17357,12109,bbcacca,0,4,11
36854,102,317,950,33,62,98,5425,18446,7990,cadhfcg,1,7,8
36855,708,24,826,64,0,35,18965,19462,19349,fbgafcg,1,8,11
36856,697,651,926,58,101,39,5720,12319,17085,gfgceac,1,10,11
36857,694,90,473,0,0,56,11898,5307,15725,cdcfefe,0,5,10
36858,457,413,220,76,23,66,11113,1911,10441,ecfhech,0,8,11
36859,904,844,315,26,63,0,7940,7137,15179,eehfcge,1,6,11
36860,921,929,673,60,62,90,10743,3531,4769,ehehcad,1,0,6
36861,507,785,712,0,0,39,13187,2618,5063,fgdfega,1,10,11
36862,761,600,341,0,0,75,9375,11432,9116,chgfagc,1,1,2
36863,225,215,306,76,0,0,1518,6835,18949,cghdbdb,1,3,6
36864,925,611,286,0,24,0,11898,3106,564,fcbaahb,1,6,11
36865,39,348,434,0,0,0,1326,10814,1415,abdadfg,1,6,8
36866,349,486,485,20,0,0,9649,8241,18099,acgbbbc,0,1,8
36867,413,861,604,97,0,0,5498,13729,3485,bccagba,0,9,10
36868,179,32,634,0,0,0,2135,18752,14702,aeehdbb,1,4,5
36869,973,593,934,62,61,92,7652,2333,19965,geagbac,1,6,9
36870,751,338,982,74,0,0,4841,8253,14254,edbeggc,1,5,8
36871,916,62,481,29,98,37,17180,7787,2358,eedbcgf,1,5,7
36872,852,416,772,57,0,0,13023,10313,2440,ebcbhfe,1,9,10
36873,581,630,781,23,100,25,11510,6280,15379,gaacdbb,1,1,2
36874,800,286,699,0,0,20,8553,17342,2013,edeaebf,1,1,9
36875,446,25,154,30,29,22,11019,15239,16662,behgcdc,1,8,10
36876,419,109,113,20,16,18,8428,5894,18625,fbagbde,1,0,11
36877,677,450,198,0,92,0,15839,1086,3810,cbbgaef,1,1,3
36878,54,933,866,34,0,72,748,2041,3137,ebcaadd,1,5,7
36879,477,40,970,69,26,89,15505,11143,8071,ebedgae,1,2,9
36880,425,244,481,71,0,0,4378,9099,11034,cffeeeh,0,8,9
36881,409,159,793,0,37,20,16996,8488,5968,hgdcffh,1,4,6
36882,307,121,896,30,78,68,13911,5016,8997,gggaffc,0,1,4
36883,145,452,526,0,90,0,4065,4466,948,ehaaacb,1,2,9
36884,553,343,210,0,61,0,10514,2579,9336,cbhgeba,1,3,9
36885,813,182,701,24,0,91,18310,11538,2909,haeghbd,1,1,4
36886,52,999,606,32,59,0,15508,18746,13214,bgeacfb,1,3,5
36887,444,777,32,0,70,0,1914,12158,5841,hecaafb,1,1,11
36888,735,746,884,0,25,0,9888,15402,16199,ecbdbfc,1,6,10
36889,70,405,792,24,57,15,7346,2226,4129,dfffgbc,1,7,8
36890,813,402,672,56,71,27,13232,10815,16948,cbgdfbd,1,3,4
36891,267,951,891,73,0,0,2383,10163,17375,eecceab,0,1,6
36892,776,570,349,0,0,55,14106,8941,1295,fbgegdh,1,1,6
36893,165,451,336,0,0,91,3454,1315,15820,fhcagca,1,5,7
36894,979,851,458,89,0,31,19332,1412,14824,hcfgaaa,1,5,10
36895,647,805,464,94,15,31,17942,18822,17852,eeagfaa,0,3,9
36896,901,932,638,75,101,74,12189,4798,8244,gfgbafa,0,4,8
36897,751,483,791,0,24,80,15534,704,17718,bfafhbf,0,7,9
36898,961,278,93,25,0,90,7704,8391,7113,hbfdafc,1,0,2
36899,431,139,940,70,0,0,8928,8479,17658,ecbcbhf,1,2,5
36900,628,465,847,0,0,0,14394,11192,10301,bcefhca,1,3,5
36901,603,412,934,90,35,30,5675,16934,14924,cbcdhcf,1,3,5
36902,160,260,559,0,0,0,15620,13394,5231,bdcefcd,1,7,8
36903,289,675,13,0,0,68,14671,18261,18397,dbeahab,1,2,8
36904,526,275,443,96,25,0,10586,12116,7690,afbfedd,1,10,11
36905,266,936,990,97,0,35,6844,7915,17352,geccgaf,1,9,11
36906,983,566,76,21,0,78,15946,6189,9446,gdgaabb,0,4,5
36907,32,832,849,62,69,39,14942,13050,11271,cccfgde,1,1,8
36908,863,992,387,68,56,69,6070,8457,14153,ghefadd,1,3,4
36909,814,774,957,29,34,37,19315,7477,11342,bhhacda,1,8,9
36910,24,342,269,79,76,93,4141,16185,10333,hfefddh,0,4,8
36911,730,408,515,67,0,0,19585,8156,11413,gfcfgga,0,9,10
36912,900,717,994,0,65,79,15742,17898,17033,fcdggbc,1,9,10
36913,694,545,53,80,62,64,5757,16292,11628,hbabcga,1,8,10
36914,516,114,434,0,16,68,14225,18792,9964,ahbadeb,1,4,8
36915,473,569,494,80,38,80,14843,12663,12483,ccdaghh,1,2,7
36916,116,188,932,94,59,101,19848,4253,11956,ghdhhac,1,7,11
36917,127,198,916,80,101,17,17309,7735,2117,efhbfha,1,7,9
36918,69,927,105,0,0,73,9524,15355,7561,begbhaf,1,1,7
36919,715,560,430,0,0,33,12234,11344,18537,faadcff,0,2,6
36920,255,492,476,0,24,0,12225,6157,7507,ffacffh,0,0,7
36921,223,54,830,73,56,39,18942,5385,17906,bdgafhc,1,5,10
36922,646,759,166,0,73,57,8856,10876,14164,ahgcbec,1,9,11
36923,508,816,58,0,0,18,19507,19654,15166,hdhfehe,0,8,10
36924,759,80,349,95,63,63,3819,3629,10550,deeabgc,1,1,4
36925,333,731,458,90,63,26,17811,10814,17460,abdghdb,1,1,7
36926,119,283,724,0,99,0,700,12606,1048,cbcccdh,0,4,10
36927,799,719,388,0,0,101,18580,11579,9793,gbbfhhe,1,3,9
36928,561,312,822,34,32,96,15567,3364,11493,dceahch,1,5,6
36929,163,910,36,0,37,26,4835,15731,6026,baddcgf,1,3,7
36930,651,210,883,89,65,0,7847,8826,17423,efdaaeb,1,7,9
36931,405,638,88,0,33,101,18275,1454,16990,fcbggcd,1,8,9
36932,203,840,663,0,37,0,18277,5200,4375,ceheegd,1,0,5
36933,882,509,384,89,73,0,13988,7852,5019,dbdbaea,0,1,4
36934,142,533,419,35,31,0,1130,8990,13183,dfgffbg,0,2,9
36935,740,864,276,20,62,0,9551,4738,15887,adbcffa,1,10,11
36936,851,852,589,0,90,0,11253,4929,8131,hccehge,0,7,8
36937,270,571,536,0,74,0,14433,9278,1655,ahghaeb,1,3,5
36938,704,339,873,0,0,75,3138,4787,19747,gddbddg,0,0,3
36939,906,345,420,59,67,95,9742,9441,16948,ffghdaa,1,2,11
36940,161,836,750,100,64,101,15028,4895,7252,ggddbda,0,6,8
36941,966,84,342,0,80,38,740,9629,19753,aedfghf,1,0,2
36942,730,435,617,0,0,60,983,11202,15323,bffbgch,1,3,7
36943,474,110,748,0,96,24,5254,16879,15663,hhbefca,1,2,9
36944,802,222,567,20,61,0,14789,2927,6687,ebhhhfc,1,2,4
36945,517,896,232,0,22,0,1749,8182,14945,dgaebfa,1,0,3
36946,507,532,213,0,22,26,14102,3878,16143,fgfbhfb,0,8,11
36947,530,870,986,15,36,89,1807,9587,19897,gagedba,1,7,9
36948,11,216,912,70,32,25,19971,6667,4197,fcgcdee,1,8,11
36949,910,701,64,0,77,22,11938,16593,956,fdaegfc,1,1,9
36950,228,438,230,96,91,0,9467,12099,5072,cfchgdh,1,8,11
36951,337,273,604,0,37,23,18302,18163,1394,acchfdd,1,9,10
36952,999,964,453,55,60,73,19094,1180,4005,aacbhdh,1,8,11
36953,678,562,380,0,63,89,13113,1114,14801,eagbhdh,1,3,8
36954,627,794,699,24,18,0,1313,2417,14804,cfddagb,1,0,5
36955,25,221,221,78,16,78,17262,10499,13821,bhfadba,1,3,9
36956,942,851,990,0,0,0,1997,12944,17303,fbaddga,1,4,5
36957,136,678,598,0,0,79,12126,10338,7948,hfeched,1,2,5
36958,336,364,810,74,98,0,9980,17636,3344,abeeeac,0,1,4
36959,478,137,407,0,89,101,14048,7547,1764,egbfcbh,1,7,9
36960,136,668,434,25,61,28,11564,9706,1708,abaagbf,0,1,7
36961,616,722,790,95,31,20,12067,2261,9579,dgcfdgb,1,3,5
36962,922,293,893,0,0,0,18031,6155,10652,ebcadag,1,6,9
36963,764,520,617,0,0,22,19852,13061,10318,gcgddaf,1,6,9
36964,681,967,916,0,31,94,19742,13098,2034,ffgeedh,1,3,9
36965,217,899,248,67,0,55,6010,10708,5509,efhchce,0,0,2
36966,990,654,350,31,15,0,5238,7282,15369,afahgea,1,3,5
36967,542,635,702,37,99,55,4438,15813,18723,gegcfee,0,6,10
36968,589,92,816,0,0,0,3416,7713,5375,fffbged,1,6,7
36969,661,409,793,97,0,0,9037,16147,2799,bcghgde,1,8,10
36970,31,927,178,0,100,96,16515,8478,1492,gbaahbh,0,9,10
36971,928,228,442,76,92,31,1202,10565,3320,bfghabb,1,8,10
36972,860,151,308,19,28,0,1627,11452,12329,gehbggb,0,6,9
36973,697,674,680,0,0,31,3774,11921,8708,dcaecfa,1,7,9
36974,742,759,728,39,0,24,13105,8940,8038,deggfhg,1,4,8
36975,232,26,190,97,0,71,2311,9965,3343,dcchhcb,0,6,9
36976,802,966,515,91,39,70,9969,11089,18347,gdabdaf,1,7,10
36977,326,502,542,66,59,0,9313,2085,12026,edgcdcg,0,8,11
36978,803,952,540,25,33,89,5366,16910,18532,facgeca,1,7,9
36979,796,741,145,93,60,0,4163,15675,8072,gfefbbh,1,8,9
36980,49,982,92,0,99,0,11911,3569,17967,baefdfg,1,9,11
36981,699,100,412,0,0,0,2402,11051,10065,facegdh,1,5,8
36982,433,363,614,0,39,62,10153,14217,6688,eehghgd,0,1,3
36983,997,807,809,60,0,0,1652,3984,19738,fadaebd,1,10,11
36984,773,106,686,67,67,89,15254,9714,15088,gadhbfc,1,3,4
36985,82,866,460,78,0,68,9493,13589,8691,hadfbca,1,4,6
36986,809,12,307,0,66,18,17206,775,3076,hddagbf,1,1,7
36987,405,606,323,31,0,100,16814,4466,11801,bfhecfh,1,8,10
36988,963,15,562,35,0,0,16952,9690,14096,hgcbeaf,1,1,8
36989,378,759,673,0,0,33,18540,647,3942,hhafefa,0,0,10
36990,750,842,843,70,26,37,10148,11439,2337,ffcaceg,1,0,11
36991,981,436,424,0,94,58,8798,2110,4233,dbbegbb,0,2,3
36992,253,616,230,0,0,0,19553,2438,16491,gfbhedd,1,5,7
36993,206,210,131,38,63,66,2701,6602,1829,ffagccb,1,0,3
36994,585,288,304,0,64,25,19752,12627,714,gbbdcfa,1,9,11
36995,208,663,922,22,59,19,14209,3650,19311,ceaeeeg,0,7,9
36996,613,284,276,0,0,0,9355,4435,6109,badgafa,1,4,6
36997,621,471,704,67,29,101,3563,9169,16954,ddebeaf,1,6,10
36998,347,130,915,60,68,77,16403,1401,19852,cbahedd,1,3,7
36999,391,54,824,0,0,0,9701,10407,961,egddghb,1,4,6
37000,425,584,963,75,68,0,14369,1469,15419,hbdfgcc,1,1,8
37001,337,119,156,72,64,0,3457,6310,19220,fabhddc,1,4,9
37002,575,613,648,91,68,91,9406,19996,8604,bbdffbd,0,4,9
37003,789,497,590,78,0,0,14763,10144,19482,ffgfabd,1,5,9
37004,634,583,968,64,0,0,5868,14890,5389,gdcdhha,1,0,10
37005,754,521,811,0,99,0,6308,3209,8528,cedffdh,1,2,5
37006,780,156,589,0,100,30,12858,2304,1676,fedcbac,1,2,10
37007,958,750,334,18,36,91,8773,13598,1114,aefcgdg,1,2,11
37008,639,157,587,19,0,64,3556,13779,4069,fehfgga,1,5,10
37009,857,325,72,101,80,30,6005,14864,19996,efababd,1,2,6
37010,890,331,444,68,29,23,15318,4331,18226,hgfffgb,0,7,8
37011,673,639,964,0,27,59,11070,7345,18496,bdbhgcd,1,7,8
37012,260,62,309,76,0,0,15032,585,8201,fgcabgh,1,4,11
37013,293,493,824,34,21,62,16456,4264,13890,fdaagdg,0,0,6
37014,683,968,896,71,0,0,15149,12224,3022,fecebea,1,4,10
37015,729,84,209,0,27,0,4529,5137,5447,dbcebhh,1,6,10
37016,28,878,368,65,0,0,11399,6296,12272,cadccba,0,2,9
37017,100,483,433,62,0,0,8863,2157,8440,gbafhga,1,7,11
37018,348,365,734,0,60,28,17920,10751,19204,gbdcfgf,1,4,10
37019,531,934,651,36,63,73,16217,9467,16713,hgfdbgf,1,3,11
37020,977,624,117,77,100,59,4678,14265,14813,cegdagf,1,0,2
37021,721,101,392,19,94,35,15376,3496,9571,cfhhegd,1,5,11
37022,422,591,323,0,101,37,16675,7804,10130,aebgfdg,1,2,4
37023,630,174,626,38,91,0,11624,11855,10023,efgfchg,1,6,11
37024,374,138,752,37,58,0,17399,1283,11868,dedhffe,0,10,11
37025,508,435,756,0,55,65,8527,9651,18735,bafacac,0,9,11
37026,794,796,546,0,37,56,5317,16636,8273,bfgeffc,1,3,8
37027,907,366,62,0,64,96,10631,7403,858,hbfabdd,1,3,9
37028,211,529,381,64,0,0,5101,11877,8528,dbbbfhd,0,3,9
37029,678,509,832,0,32,0,7140,8185,16276,dcfeefa,1,3,4
37030,616,301,324,74,64,34,9958,11377,1317,dgfbehh,1,10,11
37031,794,683,711,0,28,0,3612,17289,15205,behhccb,0,9,11
37032,731,399,933,61,23,0,12041,12364,12394,ahcbagb,1,6,8
37033,424,699,215,37,92,75,9468,10362,8523,bdeaeea,0,7,9
37034,253,865,122,19,28,0,12082,10078,3955,agbecfh,1,2,6
37035,81,909,734,25,78,0,4230,9272,2459,dagddaa,0,2,9
37036,918,293,262,21,23,21,14349,10344,12593,eehbfca,1,3,9
37037,374,623,377,99,24,17,11277,4597,9960,abhdbaa,0,8,9
37038,783,264,231,78,78,93,6392,14939,7721,bccfaah,1,8,11
37039,901,70,62,32,97,0,7189,5292,525,edgacfb,1,10,11
37040,706,893,899,0,0,0,7721,4416,3699,fadeacc,1,8,11
37041,284,517,242,30,93,15,17585,10213,19098,ehhefdf,0,6,8
37042,144,310,882,0,0,32,16595,8772,6533,efeeccc,0,4,10
37043,293,485,235,0,16,35,9621,9657,11210,dheagfd,1,6,8
37044,29,567,487,0,62,0,19523,7431,14664,hccggfa,1,0,3
37045,627,702,621,77,0,38,6089,15720,8831,dccadag,0,7,9
37046,756,785,14,0,0,0,702,2807,11144,gbegdgh,1,1,7
37047,280,804,693,27,0,0,13141,9027,4197,cddface,1,3,5
37048,208,367,329,34,22,0,15841,8726,673,cgahacb,1,3,8
37049,503,104,655,0,95,77,6166,10102,19314,fhfbaeg,1,2,5
37050,540,961,379,93,0,73,8559,5799,12008,hfabgeh,1,3,6
37051,596,753,51,20,22,32,3535,16453,6148,cdgaagb,1,2,6
37052,940,832,79,100,64,0,9232,18521,18892,bhegbfa,1,2,3
37053,470,372,499,76,34,0,19267,13567,15230,gcacgca,0,6,11
37054,480,76,152,18,80,68,5668,8503,17758,hbhbbbe,0,5,11
37055,765,935,756,0,0,0,11411,10279,7851,ehaaabd,1,4,10
37056,797,384,962,0,101,89,4550,4064,12787,gbfagfg,0,8,9
37057,428,762,902,0,80,0,1276,19335,6745,ghhbabc,1,0,6
37058,423,355,237,90,0,0,8682,2518,10057,aafabdd,0,10,11
37059,119,813,489,0,0,90,16166,15385,2028,hcabgab,1,6,9
37060,17,154,703,0,0,96,15631,6229,9594,cddafbh,1,3,10
37061,773,994,68,61,0,0,16793,5792,7976,chehdgc,1,10,11
37062,224,518,621,34,74,0,2572,10945,15003,efcefgh,1,10,11
37063,548,718,583,36,0,33,11167,15282,17500,aedebfa,1,1,2
37064,910,786,881,69,0,28,18470,13300,11245,hgaecee,1,4,6
37065,487,834,327,0,34,93,19706,4421,18610,ecccgdg,0,4,11
37066,122,161,904,0,101,0,13305,1934,564,gfdhgga,1,7,9
37067,756,51,576,101,0,0,11758,18739,15046,hfffggd,0,7,8
37068,967,52,443,77,0,0,3978,14214,7247,eeefbge,0,1,8
37069,105,484,176,0,15,68,3716,17990,8458,hagbcah,1,8,9
37070,195,128,379,34,0,0,15494,15213,11404,affecfg,1,8,11
37071,16,71,127,57,100,16,5650,14851,12780,acdeeec,0,10,11
37072,605,876,21,0,0,0,5569,6581,6498,eadcbcc,1,7,10
37073,118,239,94,96,0,0,3213,19839,9785,aaaegag,0,7,8
37074,203,862,346,33,64,64,3999,5705,15380,babgehe,1,10,11
37075,463,641,697,94,0,15,13113,9874,16897,dhhbffc,1,7,8
37076,990,279,861,91,0,27,6404,19971,18944,eedechg,1,1,2
37077,155,762,155,61,0,0,5785,13004,9706,gddhged,0,4,9
37078,506,177,765,67,0,0,7282,2258,2936,agaahbf,1,3,6
37079,34,195,608,0,65,0,4018,17521,6870,adeggcd,1,1,4
37080,105,918,556,0,39,0,1024,987,19293,cdhbcbh,0,4,11
37081,808,412,508,100,0,17,16780,4410,2779,ddddche,0,6,8
37082,160,858,961,0,90,0,2554,3801,16019,bhacacg,1,4,9
37083,790,175,893,80,30,0,9508,3521,16322,ehchdea,1,0,9
37084,63,968,911,31,96,0,19061,9782,8827,faadehe,1,5,11
37085,891,717,164,0,0,15,6364,13197,615,gfeaeba,1,9,11
37086,789,124,64,0,79,0,15974,8657,15280,dgbefgd,1,0,11
37087,400,692,943,25,0,89,8931,746,8865,fdfghfg,0,0,10
37088,209,385,444,0,0,56,4177,16506,13875,aggafcg,0,7,11
37089,46,869,767,94,0,60,2279,5557,4101,dbddbeb,0,3,5
37090,916,788,916,35,0,94,15613,12320,608,efdcdbb,1,7,11
37091,638,424,889,0,15,0,8122,15894,10484,cggaddc,0,1,7
37092,910,541,586,0,99,96,17721,5344,1907,bgdggca,1,10,11
37093,655,510,871,93,32,99,19036,2349,6653,ehgbebb,0,1,4
37094,653,12,646,58,64,0,17755,950,7400,cggdhee,1,2,5
37095,275,827,345,56,0,17,4927,10936,15295,dcgehad,1,10,11
37096,231,552,984,39,0,0,18008,19206,6353,eegdacb,1,0,7
37097,354,64,738,74,20,0,4360,8753,4965,eaeccab,0,6,7
37098,835,227,87,20,58,91,9284,11302,928,dagfche,1,2,6
37099,484,225,177,0,75,0,5230,9518,14593,cgcdadb,1,2,9
37100,892,435,188,101,0,0,18316,2293,9921,afdabab,0,4,8
37101,845,532,974,69,77,0,3673,15531,5331,hdhcgdc,0,4,8
37102,82,770,735,0,0,0,11631,8289,11020,ceaecee,0,0,7
37103,507,871,796,0,27,30,5641,3615,16998,gddgbhe,1,7,9
37104,693,377,953,29,98,0,16053,16160,5292,cecfgab,1,2,3
37105,322,176,730,99,0,69,716,9568,1358,fbaageb,1,3,7
